      Time(s)  AccL(cm/s2)  AccV(cm/s2)  AccT(cm/s2)
 0.000000E+00 -.365200E+00 -.106560E+01 -.338670E+00
 0.500000E-02 -.367200E+00 -.107020E+01 -.339510E+00
 0.100000E-01 -.369210E+00 -.107480E+01 -.340350E+00
 0.150000E-01 -.371220E+00 -.107930E+01 -.341190E+00
 0.200000E-01 -.373240E+00 -.108390E+01 -.342020E+00
 0.250000E-01 -.375250E+00 -.108850E+01 -.342850E+00
 0.300000E-01 -.377270E+00 -.109310E+01 -.343680E+00
 0.350000E-01 -.379290E+00 -.109770E+01 -.344500E+00
 0.400000E-01 -.381310E+00 -.110230E+01 -.345310E+00
 0.450000E-01 -.383340E+00 -.110690E+01 -.346130E+00
 0.500000E-01 -.385360E+00 -.111140E+01 -.346930E+00
 0.550000E-01 -.387390E+00 -.111600E+01 -.347730E+00
 0.600000E-01 -.389410E+00 -.112060E+01 -.348530E+00
 0.650000E-01 -.391440E+00 -.112510E+01 -.349320E+00
 0.700000E-01 -.393470E+00 -.112970E+01 -.350110E+00
 0.750000E-01 -.395510E+00 -.113430E+01 -.350900E+00
 0.800000E-01 -.397540E+00 -.113880E+01 -.351680E+00
 0.850000E-01 -.399580E+00 -.114340E+01 -.352450E+00
 0.900000E-01 -.401610E+00 -.114800E+01 -.353220E+00
 0.950000E-01 -.403650E+00 -.115250E+01 -.353980E+00
 0.100000E+00 -.405690E+00 -.115710E+01 -.292140E+00
 0.105000E+00 -.407730E+00 -.116160E+01 0.147710E+00
 0.110000E+00 -.409770E+00 -.113350E+01 0.714960E+00
 0.115000E+00 -.411820E+00 -.168940E+01 0.131420E+01
 0.120000E+00 -.413860E+00 -.169300E+01 0.131350E+01
 0.125000E+00 -.415910E+00 -.141050E+01 0.131270E+01
 0.130000E+00 -.417950E+00 -.772020E+00 0.131200E+01
 0.135000E+00 -.420000E+00 -.617550E+00 0.801280E+00
 0.140000E+00 -.422050E+00 0.505930E+00 0.155560E+00
 0.145000E+00 -.424100E+00 0.871420E+00 0.156850E+00
 0.150000E+00 -.426150E+00 0.456910E+00 -.938610E-01
 0.155000E+00 -.428200E+00 -.212600E+00 -.421270E+00
 0.160000E+00 -.430250E+00 -.636110E+00 -.420060E+00
 0.165000E+00 -.432310E+00 -.639610E+00 -.418960E+00
 0.170000E+00 -.434360E+00 -.729100E+00 -.997650E+00
 0.175000E+00 -.436420E+00 -.137460E+01 -.996330E+00
 0.180000E+00 -.438470E+00 -.230010E+01 -.995010E+00
 0.185000E+00 -.440530E+00 -.321460E+01 -.587680E+00
 0.190000E+00 -.442580E+00 -.385900E+01 -.413050E+00
 0.195000E+00 -.444640E+00 -.392350E+01 -.411810E+00
 0.200000E+00 -.446700E+00 -.379800E+01 -.552670E+00
 0.205000E+00 -.606060E+00 -.223240E+01 -.989320E+00
 0.210000E+00 -.948120E+00 0.973120E+00 -.133900E+01
 0.215000E+00 -.141420E+01 0.417870E+01 -.201960E+01
 0.220000E+00 -.154620E+01 0.830420E+01 -.158020E+01
 0.225000E+00 -.145830E+01 0.115000E+02 -.148090E+01
 0.230000E+00 -.756360E+00 0.126950E+02 -.791500E+00
 0.235000E+00 -.574160E-01 0.114910E+02 -.105110E+00
 0.240000E+00 0.645520E+00 0.845650E+01 0.179270E+00
 0.245000E+00 0.134350E+01 0.508210E+01 0.119670E+01
 0.250000E+00 0.204140E+01 0.131770E+01 0.134610E+01
 0.255000E+00 0.259930E+01 -.176370E+01 0.134550E+01
 0.260000E+00 0.234730E+01 -.343110E+01 0.134490E+01
 0.265000E+00 0.200520E+01 -.343550E+01 0.134430E+01
 0.270000E+00 0.200320E+01 -.216390E+01 0.134370E+01
 0.275000E+00 0.200110E+01 -.763250E+00 0.135310E+01
 0.280000E+00 0.140900E+01 0.153140E+01 0.151260E+01
 0.285000E+00 0.121700E+01 0.233700E+01 0.251200E+01
 0.290000E+00 0.814930E+00 0.362270E+01 0.251150E+01
 0.295000E+00 0.812870E+00 0.452830E+01 0.212090E+01
 0.300000E+00 0.810810E+00 0.516400E+01 0.143040E+01
 0.305000E+00 0.868750E+00 0.518970E+01 0.193980E+01
 0.310000E+00 0.199670E+01 0.402530E+01 0.193930E+01
 0.315000E+00 0.199460E+01 0.338100E+01 0.217880E+01
 0.320000E+00 0.199260E+01 0.240670E+01 0.251830E+01
 0.325000E+00 0.199050E+01 0.196240E+01 0.251770E+01
 0.330000E+00 0.141850E+01 0.299810E+01 0.252720E+01
 0.335000E+00 0.131640E+01 0.427380E+01 0.252670E+01
 0.340000E+00 0.804360E+00 0.572950E+01 0.252620E+01
 0.345000E+00 0.802310E+00 0.764530E+01 0.195580E+01
 0.350000E+00 0.395250E+00 0.879100E+01 0.136530E+01
 0.355000E+00 0.203200E+00 0.998670E+01 0.136480E+01
 0.360000E+00 0.201150E+00 0.105830E+02 0.195430E+01
 0.365000E+00 0.200100E+00 0.867830E+01 0.208390E+01
 0.370000E+00 0.672050E+00 0.464400E+01 0.253340E+01
 0.375000E+00 0.173000E+01 -.150180E+00 0.253300E+01
 0.380000E+00 0.197800E+01 -.699440E+01 0.253250E+01
 0.385000E+00 0.197590E+01 -.113390E+02 0.254210E+01
 0.390000E+00 0.190390E+01 -.156430E+02 0.188160E+01
 0.395000E+00 0.120180E+01 -.157470E+02 0.120120E+01
 0.400000E+00 0.789790E+00 -.122510E+02 0.519790E+00
 0.405000E+00 0.386740E+00 -.804530E+01 -.164620E+00
 0.410000E+00 -.315290E+00 -.309950E+01 -.848030E+00
 0.415000E+00 -.442530E+00 0.306380E+00 -.211040E+01
 0.420000E+00 -.134040E+01 0.123220E+01 -.267080E+01
 0.425000E+00 -.407600E+00 0.588110E+00 -.290120E+01
 0.430000E+00 -.408840E+00 0.883990E+00 -.325160E+01
 0.435000E+00 -.409970E+00 0.215990E+01 -.281200E+01
 0.440000E+00 -.411200E+00 0.344580E+01 -.212230E+01
 0.445000E+00 -.272530E+00 0.696170E+01 -.136270E+01
 0.450000E+00 0.949450E+00 0.855760E+01 -.342750E+00
 0.455000E+00 0.164740E+01 0.841360E+01 -.623940E-01
 0.460000E+00 0.274540E+01 0.676950E+01 0.624270E+00
 0.465000E+00 0.314340E+01 0.529540E+01 0.179590E+01
 0.470000E+00 0.431140E+01 0.459140E+01 0.256560E+01
 0.475000E+00 0.360930E+01 0.567740E+01 0.244530E+01
 0.480000E+00 0.290730E+01 0.888340E+01 0.198500E+01
 0.485000E+00 0.254530E+01 0.111790E+02 0.133470E+01
 0.490000E+00 0.254330E+01 0.128750E+02 0.834360E+00
 0.495000E+00 0.199130E+01 0.122710E+02 0.292060E+00
 0.500000E+00 0.194930E+01 0.966740E+01 0.316780E+00
 0.505000E+00 0.177730E+01 0.632350E+01 0.833500E+00
 0.510000E+00 0.135530E+01 0.323950E+01 0.833220E+00
 0.515000E+00 0.963280E+00 0.955560E+00 0.832960E+00
 0.520000E+00 0.761290E+00 -.161540E+01 0.354700E+00
 0.525000E+00 0.739290E+00 -.251230E+01 0.260440E+00
 0.530000E+00 -.549310E+00 -.133920E+01 0.341960E-01
 0.535000E+00 -.102670E+01 0.312990E+01 -.896040E+00
 0.540000E+00 -.135970E+01 0.729600E+01 -.894280E+00
 0.545000E+00 -.118370E+01 0.993220E+01 -.892500E+00
 0.550000E+00 -.103060E+01 0.750830E+01 -.890720E+00
 0.555000E+00 0.215380E+00 -.225520E+00 -.889930E+00
 0.560000E+00 0.745400E+00 -.133790E+02 -.888140E+00
 0.565000E+00 0.743430E+00 -.289830E+02 -.886330E+00
 0.570000E+00 0.361460E+00 -.361870E+02 -.135530E+00
 0.575000E+00 0.150490E+00 -.391910E+02 0.760290E+00
 0.580000E+00 -.103750E+01 -.304950E+02 0.860110E+00
 0.585000E+00 -.115040E+01 -.183980E+02 0.969940E+00
 0.590000E+00 -.163640E+01 -.517210E+01 0.122980E+01
 0.595000E+00 -.163840E+01 0.407420E+01 0.859630E+00
 0.600000E+00 -.766300E+00 0.767040E+01 0.128950E+01
 0.605000E+00 -.449250E+00 0.581670E+01 0.144930E+01
 0.610000E+00 0.198800E+00 0.126300E+01 0.133920E+01
 0.615000E+00 0.733860E+00 -.486070E+01 0.291080E+00
 0.620000E+00 0.731920E+00 -.887440E+01 0.279560E-01
 0.625000E+00 0.353990E+00 -.111280E+02 -.655160E+00
 0.630000E+00 0.138050E+00 -.113820E+02 -.181130E+01
 0.635000E+00 -.104990E+01 -.856530E+01 -.260140E+01
 0.640000E+00 -.115780E+01 -.244490E+01 -.328150E+01
 0.645000E+00 -.164770E+01 0.164740E+01 -.397150E+01
 0.650000E+00 -.164960E+01 0.456390E+01 -.434160E+01
 0.655000E+00 -.121760E+01 0.555030E+01 -.433170E+01
 0.660000E+00 -.517860E+00 0.407670E+01 -.433170E+01
 0.665000E+00 -.463370E+00 0.214310E+01 -.433180E+01
 0.670000E+00 -.464270E+00 0.359600E+00 -.433180E+01
 0.675000E+00 -.465170E+00 -.679930E+00 -.433190E+01
 0.680000E+00 -.466070E+00 -.132540E+01 -.396190E+01
 0.685000E+00 -.466960E+00 -.108790E+01 -.374190E+01
 0.690000E+00 -.105680E+01 0.116560E+01 -.316200E+01
 0.695000E+00 -.116570E+01 0.400210E+01 -.316200E+01
 0.700000E+00 -.186860E+01 0.951870E+01 -.316200E+01
 0.705000E+00 -.257050E+01 0.158150E+02 -.315200E+01
 0.710000E+00 -.284230E+01 0.206120E+02 -.315200E+01
 0.714999E+00 -.284420E+01 0.233080E+02 -.211200E+01
 0.719999E+00 -.220610E+01 0.231050E+02 -.194190E+01
 0.724999E+00 -.150790E+01 0.176020E+02 -.125890E+01
 0.729999E+00 -.807780E+00 0.118980E+02 -.571850E+00
 0.734999E+00 -.108630E+00 0.736490E+01 -.244800E+00
 0.739999E+00 0.586520E+00 0.289150E+01 0.688250E+00
 0.744999E+00 0.704690E+00 0.170820E+01 0.148830E+01
 0.749999E+00 0.802850E+00 0.432490E+01 0.226840E+01
 0.754999E+00 0.150100E+01 0.753160E+01 0.364850E+01
 0.759999E+00 0.188920E+01 0.109780E+02 0.470850E+01
 0.764999E+00 0.272740E+01 0.136750E+02 0.498860E+01
 0.769999E+00 0.360560E+01 0.127720E+02 0.550870E+01
 0.774999E+00 0.430380E+01 0.789860E+01 0.432880E+01
 0.779999E+00 0.485190E+01 0.276540E+01 0.295900E+01
 0.784999E+00 0.434010E+01 -.284780E+01 0.158910E+01
 0.789999E+00 0.293840E+01 -.687100E+01 0.939200E+00
 0.794999E+00 0.200660E+01 -.797410E+01 0.477340E+00
 0.799999E+00 0.724780E+00 -.545730E+01 0.360480E+00
 0.804999E+00 -.584800E+00 -.216340E+01 0.362640E+00
 0.809999E+00 -.148780E+01 0.113650E+01 0.560790E+00
 0.814999E+00 -.227050E+01 0.221340E+01 0.949960E+00
 0.819999E+00 -.269230E+01 0.106030E+01 0.135010E+01
 0.824999E+00 -.234410E+01 -.134270E+01 0.153030E+01
 0.829999E+00 -.223580E+01 -.326580E+01 0.157050E+01
 0.834999E+00 -.168760E+01 -.337880E+01 0.226070E+01
 0.839999E+00 -.118030E+01 -.122580E+01 0.245090E+01
 0.844999E+00 -.139040E+00 0.685160E+00 0.212110E+01
 0.849999E+00 0.102720E+01 0.110220E+01 0.212130E+01
 0.854999E+00 0.185550E+01 0.110920E+01 0.156160E+01
 0.859999E+00 0.187380E+01 0.696270E+00 0.154180E+01
 0.864999E+00 0.187210E+01 -.215670E+01 0.135200E+01
 0.869999E+00 0.157040E+01 -.435960E+01 0.672280E+00
 0.874999E+00 0.127870E+01 -.580250E+01 -.104630E-01
 0.879999E+00 0.756970E+00 -.787530E+01 -.693200E+00
 0.884999E+00 -.505720E+00 -.757820E+01 -.764930E+00
 0.889999E+00 -.506410E+00 -.681100E+01 -.762650E+00
 0.894999E+00 -.507080E+00 -.529390E+01 -.760360E+00
 0.899999E+00 0.201250E+00 -.369670E+01 -.758070E+00
 0.904999E+00 0.678580E+00 -.283950E+01 -.303670E+00
 0.909999E+00 0.124690E+01 -.324220E+01 0.383540E+00
 0.914999E+00 0.203530E+01 -.582500E+01 0.490850E+00
 0.919999E+00 0.343360E+01 -.868770E+01 0.117520E+01
 0.924999E+00 0.393200E+01 -.117100E+02 0.186550E+01
 0.929999E+00 0.323040E+01 -.154230E+02 0.294580E+01
 0.934999E+00 0.252870E+01 -.163260E+02 0.432620E+01
 0.939999E+00 0.244710E+01 -.133280E+02 0.453650E+01
 0.944999E+00 0.231550E+01 -.693110E+01 0.577690E+01
 0.949999E+00 0.185390E+01 -.293740E+00 0.669730E+01
 0.954999E+00 0.185230E+01 0.472360E+01 0.772760E+01
 0.959999E+00 0.231070E+01 0.801110E+01 0.796800E+01
 0.964999E+00 0.300910E+01 0.814850E+01 0.796840E+01
 0.969999E+00 0.319750E+01 0.565590E+01 0.796880E+01
 0.974999E+00 0.422600E+01 0.326340E+01 0.797920E+01
 0.979999E+00 0.422440E+01 0.133090E+01 0.797960E+01
 0.984999E+00 0.382280E+01 -.221610E+00 0.759010E+01
 0.989999E+00 0.261130E+01 0.355920E+00 0.740050E+01
 0.994999E+00 0.239970E+01 0.326350E+01 0.624090E+01
 0.999999E+00 0.998200E+00 0.527100E+01 0.625140E+01
 0.100500E+01 -.408330E+00 0.101390E+02 0.625180E+01
 0.101000E+01 -.146390E+01 0.134360E+02 0.625230E+01
 0.101500E+01 -.171240E+01 0.132340E+02 0.581270E+01
 0.102000E+01 -.171290E+01 0.833150E+01 0.512320E+01
 0.102500E+01 -.178940E+01 0.204910E+01 0.379370E+01
 0.103000E+01 -.267090E+01 -.799320E+01 0.224420E+01
 0.103500E+01 -.407240E+01 -.143760E+02 0.193670E+00
 0.104000E+01 -.468380E+01 -.177780E+02 -.108280E+01
 0.104500E+01 -.569530E+01 -.175800E+02 -.225430E+01
 0.105000E+01 -.648680E+01 -.145820E+02 -.418380E+01
 0.105500E+01 -.705820E+01 -.922450E+01 -.487330E+01
 0.106000E+01 -.705970E+01 -.226570E+01 -.555270E+01
 0.106500E+01 -.706110E+01 0.347110E+01 -.657220E+01
 0.107000E+01 -.706250E+01 0.860890E+01 -.750170E+01
 0.107500E+01 -.650400E+01 0.123070E+02 -.818110E+01
 0.108000E+01 -.646540E+01 0.147050E+02 -.951050E+01
 0.108500E+01 -.628680E+01 0.150030E+02 -.108500E+02
 0.109000E+01 -.530820E+01 0.120000E+02 -.119490E+02
 0.109500E+01 -.429960E+01 0.810840E+01 -.130490E+02
 0.110000E+01 -.410100E+01 0.470630E+01 -.134480E+02
 0.110500E+01 -.350230E+01 0.207430E+01 -.140480E+02
 0.111000E+01 -.350370E+01 0.124230E+01 -.140470E+02
 0.111500E+01 -.350510E+01 0.252030E+01 -.135460E+02
 0.112000E+01 -.350640E+01 0.472830E+01 -.121460E+02
 0.112500E+01 -.350770E+01 0.671640E+01 -.112450E+02
 0.113000E+01 -.295910E+01 0.497440E+01 -.105450E+02
 0.113500E+01 -.225040E+01 0.222250E+01 -.980390E+01
 0.114000E+01 -.155470E+01 -.243130E+01 -.859320E+01
 0.114500E+01 -.854030E+00 -.649120E+01 -.791260E+01
 0.115000E+01 -.154330E+00 -.871310E+01 -.760190E+01
 0.115500E+01 0.544380E+00 -.977490E+01 -.711130E+01
 0.116000E+01 0.663100E+00 -.876670E+01 -.701060E+01
 0.116500E+01 0.183180E+01 -.823850E+01 -.642990E+01
 0.117000E+01 0.205060E+01 -.803020E+01 -.642920E+01
 0.117500E+01 0.241930E+01 -.678200E+01 -.577850E+01
 0.118000E+01 0.285810E+01 -.485370E+01 -.483780E+01
 0.118500E+01 0.301680E+01 -.193170E+01 -.361710E+01
 0.119000E+01 0.366560E+01 0.111290E+01 -.154640E+01
 0.119500E+01 0.453440E+01 0.147130E+01 0.103430E+01
 0.120000E+01 0.566320E+01 -.185720E+01 0.336510E+01
 0.120500E+01 0.636200E+01 -.740200E+01 0.573580E+01
 0.121000E+01 0.706080E+01 -.119440E+02 0.730660E+01
 0.121500E+01 0.775960E+01 -.169450E+02 0.925730E+01
 0.122000E+01 0.775840E+01 -.166470E+02 0.106680E+02
 0.122500E+01 0.753730E+01 -.119480E+02 0.117690E+02
 0.123000E+01 0.716610E+01 -.514970E+01 0.121700E+02
 0.123500E+01 0.629500E+01 0.518880E+01 0.121700E+02
 0.124000E+01 0.543380E+01 0.156470E+02 0.110710E+02
 0.124500E+01 0.538270E+01 0.236460E+02 0.109720E+02
 0.125000E+01 0.538160E+01 0.275440E+02 0.113730E+02
 0.125500E+01 0.538050E+01 0.292430E+02 0.126740E+02
 0.126000E+01 0.537940E+01 0.264420E+02 0.133740E+02
 0.126500E+01 0.635830E+01 0.200400E+02 0.137750E+02
 0.127000E+01 0.656720E+01 0.124390E+02 0.138760E+02
 0.127500E+01 0.527620E+01 0.637770E+01 0.125770E+02
 0.128000E+01 0.457510E+01 0.330640E+01 0.113780E+02
 0.128500E+01 0.355410E+01 0.409510E+01 0.106790E+02
 0.129000E+01 0.172300E+01 0.769390E+01 0.100790E+02
 0.129500E+01 0.692000E+00 0.130330E+02 0.935030E+01
 0.130000E+01 -.124800E+01 0.169310E+02 0.867120E+01
 0.130500E+01 -.249000E+01 0.183300E+02 0.798210E+01
 0.131000E+01 -.292100E+01 0.143290E+02 0.730300E+01
 0.131500E+01 -.292200E+01 0.822790E+01 0.698390E+01
 0.132000E+01 -.340300E+01 -.107620E+01 0.651480E+01
 0.132500E+01 -.410390E+01 -.104340E+02 0.641570E+01
 0.133000E+01 -.411490E+01 -.148750E+02 0.573660E+01
 0.133500E+01 -.411580E+01 -.208760E+02 0.525750E+01
 0.134000E+01 -.474680E+01 -.234770E+02 0.494840E+01
 0.134500E+01 -.529770E+01 -.239780E+02 0.384930E+01
 0.135000E+01 -.582860E+01 -.205790E+02 0.248030E+01
 0.135500E+01 -.593950E+01 -.164800E+02 0.116120E+01
 0.136000E+01 -.633040E+01 -.862130E+01 0.481170E+00
 0.136500E+01 -.589130E+01 0.527740E+00 -.200870E+00
 0.137000E+01 -.515220E+01 0.740680E+01 -.522910E+00
 0.137500E+01 -.375300E+01 0.126160E+02 -.145490E+01
 0.138000E+01 -.293390E+01 0.145150E+02 -.167400E+01
 0.138500E+01 -.144570E+01 0.921430E+01 -.177300E+01
 0.139000E+01 0.244480E+00 0.198350E+01 -.245200E+01
 0.139500E+01 0.943660E+00 -.629730E+01 -.283100E+01
 0.140000E+01 0.122290E+01 -.115780E+02 -.283000E+01
 0.140500E+01 0.171070E+00 -.135890E+02 -.281900E+01
 0.141000E+01 -.171700E-02 -.996950E+01 -.281800E+01
 0.141500E+01 -.553490E+00 -.240520E+01 -.296700E+01
 0.142000E+01 -.553250E+00 0.347910E+01 -.364590E+01
 0.142500E+01 -.553000E+00 0.732840E+01 -.432490E+01
 0.143000E+01 -.807330E-01 0.860780E+01 -.501390E+01
 0.143500E+01 0.617540E+00 0.540720E+01 -.626280E+01
 0.144000E+01 -.146170E+00 0.389660E+01 -.762180E+01
 0.144500E+01 -.114590E+01 0.966060E+00 -.860070E+01
 0.145000E+01 -.176260E+01 -.175850E+01 -.859960E+01
 0.145500E+01 -.233520E+01 -.228000E+01 -.859860E+01
 0.146000E+01 -.285590E+01 -.323550E+01 -.961750E+01
 0.146500E+01 -.292660E+01 -.390600E+01 -.974640E+01
 0.147000E+01 -.292720E+01 -.390640E+01 -.974530E+01
 0.147500E+01 -.266790E+01 -.321680E+01 -.974420E+01
 0.148000E+01 -.232850E+01 -.960240E+00 -.974310E+01
 0.148500E+01 -.139610E+01 0.289240E+01 -.106820E+02
 0.149000E+01 -.114370E+01 0.519200E+01 -.114810E+02
 0.149500E+01 0.131730E+00 0.840170E+01 -.120800E+02
 0.150000E+01 0.639160E+00 0.102010E+02 -.120790E+02
 0.150500E+01 0.638600E+00 0.970110E+01 -.117780E+02
 0.151000E+01 0.638050E+00 0.840080E+01 -.106760E+02
 0.151500E+01 0.637510E+00 0.710060E+01 -.928530E+01
 0.152000E+01 0.439830E-01 0.522030E+01 -.784410E+01
 0.152500E+01 -.955320E-01 0.290020E+01 -.537300E+01
 0.153000E+01 -.301030E+00 0.709970E+00 -.376180E+01
 0.153500E+01 0.395480E+00 -.379020E+01 -.205070E+01
 0.154000E+01 0.175000E+00 -.723030E+01 -.678510E+00
 0.154500E+01 0.455340E-01 -.948040E+01 -.419330E+00
 0.155000E+01 -.113990E+01 -.121010E+02 0.162850E+00
 0.155500E+01 -.152340E+01 -.115310E+02 -.207870E+00
 0.156000E+01 -.232680E+01 -.878060E+01 -.128480E+01
 0.156500E+01 -.272720E+01 -.679060E+01 -.196360E+01
 0.157000E+01 -.291760E+01 -.615060E+01 -.214240E+01
 0.157500E+01 -.350800E+01 -.843060E+01 -.153120E+01
 0.158000E+01 -.337840E+01 -.124010E+02 -.703970E+00
 0.158500E+01 -.291870E+01 -.155000E+02 0.115130E+01
 0.159000E+01 -.291910E+01 -.196000E+02 0.320250E+01
 0.159500E+01 -.291940E+01 -.224000E+02 0.413370E+01
 0.160000E+01 -.291980E+01 -.234000E+02 0.482490E+01
 0.160500E+01 -.300010E+01 -.223000E+02 0.354620E+01
 0.161000E+01 -.351040E+01 -.176000E+02 0.253740E+01
 0.161500E+01 -.380070E+01 -.113400E+02 0.196870E+01
 0.162000E+01 -.451090E+01 0.170720E+00 0.138990E+01
 0.162500E+01 -.470120E+01 0.980100E+01 0.140120E+01
 0.163000E+01 -.351150E+01 0.163010E+02 0.200240E+01
 0.163500E+01 -.338170E+01 0.171020E+02 0.269370E+01
 0.164000E+01 -.268190E+01 0.126020E+02 0.338500E+01
 0.164500E+01 -.198210E+01 0.558220E+01 0.407630E+01
 0.165000E+01 -.127930E+01 -.317740E+01 0.432750E+01
 0.165500E+01 -.578510E+00 -.805700E+01 0.432880E+01
 0.166000E+01 -.546680E+00 -.830660E+01 0.317010E+01
 0.166500E+01 -.546840E+00 -.180620E+01 0.300140E+01
 0.167000E+01 -.546990E+00 0.108040E+02 0.260270E+01
 0.167500E+01 -.150120E+00 0.225050E+02 0.261400E+01
 0.168000E+01 0.105680E+01 0.308050E+02 0.310540E+01
 0.168500E+01 0.245670E+01 0.324060E+02 0.379670E+01
 0.169000E+01 0.385660E+01 0.254060E+02 0.436800E+01
 0.169500E+01 0.479650E+01 0.910700E+01 0.436930E+01
 0.170000E+01 0.513640E+01 -.807240E+01 0.438070E+01
 0.170500E+01 0.448640E+01 -.242920E+02 0.394200E+01
 0.171000E+01 0.419630E+01 -.297910E+02 0.326330E+01
 0.171500E+01 0.280630E+01 -.281900E+02 0.330470E+01
 0.172000E+01 0.105630E+01 -.197900E+02 0.398600E+01
 0.172500E+01 0.356300E+00 -.119890E+02 0.439740E+01
 0.173000E+01 0.463170E-01 -.106830E+01 0.440870E+01
 0.173500E+01 0.546350E+00 0.530250E+01 0.490010E+01
 0.174000E+01 0.124640E+01 0.911320E+01 0.497150E+01
 0.174500E+01 0.218640E+01 0.610400E+01 0.360290E+01
 0.175000E+01 0.360650E+01 0.124880E+00 0.246420E+01
 0.175500E+01 0.427660E+01 -.850430E+01 0.178560E+01
 0.176000E+01 0.479670E+01 -.137830E+02 0.153700E+01
 0.176500E+01 0.424680E+01 -.146820E+02 0.207840E+01
 0.177000E+01 0.353690E+01 -.839160E+01 0.212980E+01
 0.177500E+01 0.266710E+01 0.458940E+01 0.247120E+01
 0.178000E+01 0.154720E+01 0.234200E+02 0.330260E+01
 0.178500E+01 0.457410E+00 0.348210E+02 0.330400E+01
 0.179000E+01 0.485950E-01 0.456220E+02 0.234540E+01
 0.179500E+01 0.487920E-01 0.455230E+02 0.996810E+00
 0.180000E+01 0.490040E-01 0.388240E+02 0.888230E+00
 0.180500E+01 0.268230E+00 0.265260E+02 -.113440E-01
 0.181000E+01 0.638470E+00 0.800660E+01 -.105190E+01
 0.181500E+01 0.198720E+00 -.468230E+01 -.130750E+01
 0.182000E+01 -.104300E+01 -.105710E+02 -.763050E+00
 0.182500E+01 -.232070E+01 -.107600E+02 0.566390E+00
 0.183000E+01 -.266040E+01 -.852880E+01 0.194680E+01
 0.183500E+01 -.378010E+01 -.581750E+01 0.277830E+01
 0.184000E+01 -.409980E+01 -.529630E+01 0.277970E+01
 0.184500E+01 -.409950E+01 -.683500E+01 0.183120E+01
 0.185000E+01 -.469910E+01 -.823380E+01 -.118960E+00
 0.185500E+01 -.539870E+01 -.118620E+02 -.227590E+01
 0.186000E+01 -.587830E+01 -.140610E+02 -.479440E+01
 0.186500E+01 -.653790E+01 -.153600E+02 -.621300E+01
 0.187000E+01 -.619750E+01 -.154580E+02 -.646150E+01
 0.187500E+01 -.587710E+01 -.142570E+02 -.540000E+01
 0.188000E+01 -.457670E+01 -.111460E+02 -.401850E+01
 0.188500E+01 -.317620E+01 -.669420E+01 -.232710E+01
 0.189000E+01 -.177570E+01 0.145730E+01 -.112580E+00
 0.189500E+01 -.373250E+00 0.108490E+02 0.126590E+01
 0.190000E+01 0.102520E+01 0.175500E+02 0.216740E+01
 0.190500E+01 0.242580E+01 0.217520E+02 0.285890E+01
 0.191000E+01 0.383630E+01 0.206530E+02 0.344040E+01
 0.191500E+01 0.523680E+01 0.174550E+02 0.344190E+01
 0.192000E+01 0.663740E+01 0.139570E+02 0.408340E+01
 0.192500E+01 0.717800E+01 0.112580E+02 0.419490E+01
 0.193000E+01 0.663860E+01 0.113600E+02 0.403640E+01
 0.193500E+01 0.593920E+01 0.148610E+02 0.472790E+01
 0.194000E+01 0.507980E+01 0.179630E+02 0.594950E+01
 0.194500E+01 0.395040E+01 0.197650E+02 0.664100E+01
 0.195000E+01 0.325110E+01 0.183670E+02 0.733250E+01
 0.195500E+01 0.303170E+01 0.125680E+02 0.660400E+01
 0.196000E+01 0.303240E+01 0.654010E+01 0.639560E+01
 0.196500E+01 0.303310E+01 -.197110E+01 0.503710E+01
 0.197000E+01 0.282380E+01 -.100860E+02 0.346860E+01
 0.197500E+01 0.244450E+01 -.146240E+02 0.111020E+01
 0.198000E+01 0.201530E+01 -.167230E+02 -.796300E+00
 0.198500E+01 0.184600E+01 -.159210E+02 -.163680E+01
 0.199000E+01 0.184680E+01 -.146190E+02 -.227520E+01
 0.199500E+01 0.169760E+01 -.132170E+02 -.226370E+01
 0.200000E+01 0.125840E+01 -.117250E+02 -.201210E+01
 0.200500E+01 0.889180E+00 -.107430E+02 -.955560E+00
 0.201000E+01 0.670010E+00 -.989100E+01 -.512000E+00
 0.201500E+01 0.828580E-01 -.977900E+01 0.635560E+00
 0.202000E+01 -.323280E+00 -.109570E+02 0.123410E+01
 0.202500E+01 0.672590E+00 -.117850E+02 0.124570E+01
 0.203000E+01 0.673480E+00 -.122030E+02 0.638250E+00
 0.203500E+01 0.674390E+00 -.115610E+02 0.948200E-01
 0.204000E+01 0.143310E+00 -.113990E+02 -.415610E+00
 0.204500E+01 0.372430E-01 -.887650E+01 -.105400E+01
 0.205000E+01 -.662810E+00 -.300440E+01 -.133650E+01
 0.205500E+01 -.110580E+01 0.275780E+01 -.220490E+01
 0.206000E+01 -.146890E+01 0.692000E+01 -.219330E+01
 0.206500E+01 -.263990E+01 0.818220E+01 -.219170E+01
 0.207000E+01 -.287880E+01 0.712450E+01 -.219010E+01
 0.207500E+01 -.356780E+01 0.440670E+01 -.208850E+01
 0.208000E+01 -.406680E+01 0.379030E+00 -.178700E+01
 0.208500E+01 -.406570E+01 -.383870E+01 -.216540E+01
 0.209000E+01 -.406460E+01 -.692630E+01 -.297380E+01
 0.209500E+01 -.406360E+01 -.833400E+01 -.383220E+01
 0.210000E+01 -.465250E+01 -.858160E+01 -.455060E+01
 0.210500E+01 -.480130E+01 -.649920E+01 -.576900E+01
 0.211000E+01 -.575020E+01 -.159680E+01 -.669740E+01
