      Time(s)  AccL(cm/s2)  AccV(cm/s2)  AccT(cm/s2)
 0.000000E+00 -.141740E+00 -.150410E+01 -.113400E+01
 0.500000E-02 -.141970E+00 -.150690E+01 -.113610E+01
 0.100000E-01 0.665040E+00 -.150960E+01 -.113820E+01
 0.150000E-01 0.139080E+01 -.151230E+01 -.114040E+01
 0.200000E-01 0.222060E+01 -.151500E+01 -.114250E+01
 0.250000E-01 0.151030E+01 -.151770E+01 -.114460E+01
 0.300000E-01 0.131010E+01 -.152050E+01 -.114670E+01
 0.350000E-01 0.592880E+00 -.152320E+01 -.114890E+01
 0.400000E-01 0.919650E+00 -.152590E+01 -.115100E+01
 0.450000E-01 0.305420E+00 -.933660E+00 -.115310E+01
 0.500000E-01 0.312190E+00 -.319740E+01 -.115520E+01
 0.550000E-01 0.318960E+00 -.363010E+01 -.115730E+01
 0.600000E-01 0.326730E+00 -.496280E+01 -.115950E+01
 0.650000E-01 0.733510E+00 -.590550E+01 -.116160E+01
 0.700000E-01 0.146830E+01 -.467820E+01 -.116370E+01
 0.750000E-01 0.147810E+01 -.197490E+01 -.116580E+01
 0.800000E-01 0.469830E+00 -.303600E+00 -.116790E+01
 0.850000E-01 -.678390E+00 -.356290E+00 -.117000E+01
 0.900000E-01 0.368380E+00 -.245900E+01 -.117210E+01
 0.950000E-01 0.375160E+00 -.245170E+01 -.117420E+01
 0.100000E+00 0.382940E+00 -.244440E+01 -.117630E+01
 0.105000E+00 0.129670E+01 -.243710E+01 -.117840E+01
 0.110000E+00 0.152650E+01 -.243970E+01 -.118050E+01
 0.115000E+00 0.153630E+01 -.243240E+01 -.118260E+01
 0.120000E+00 0.114610E+01 -.242510E+01 -.118470E+01
 0.125000E+00 0.417830E+00 -.121880E+01 -.118680E+01
 0.130000E+00 0.424620E+00 -.140470E+00 -.118890E+01
 0.135000E+00 -.572600E+00 0.886850E+00 -.119100E+01
 0.140000E+00 -.689820E+00 0.207420E+01 -.119310E+01
 0.145000E+00 -.398030E+00 0.151510E+00 -.119520E+01
 0.150000E+00 0.452750E+00 -.344120E+01 -.119730E+01
 0.155000E+00 0.459540E+00 -.963380E+01 -.119930E+01
 0.160000E+00 0.136430E+01 -.153360E+02 -.120140E+01
 0.165000E+00 0.500110E+00 -.160390E+02 -.120350E+01
 0.170000E+00 0.480900E+00 -.196420E+02 -.143730E+01
 0.175000E+00 0.487690E+00 -.210440E+02 -.103140E+01
 0.180000E+00 0.108350E+01 -.211470E+02 -.241460E+00
 0.185000E+00 0.843260E+00 -.198500E+02 0.593470E+00
 0.190000E+00 0.509050E+00 -.144520E+02 0.951400E+00
 0.195000E+00 0.515850E+00 -.791510E+01 0.214930E+01
 0.200000E+00 0.522640E+00 -.549770E+01 0.243730E+01
 0.205000E+00 0.530430E+00 -.511040E+01 0.334520E+01
 0.210000E+00 0.537230E+00 -.576300E+01 0.334320E+01
 0.215000E+00 0.544020E+00 -.106760E+02 0.335110E+01
 0.220000E+00 0.550820E+00 -.424830E+01 0.220900E+01
 0.225000E+00 0.558610E+00 0.715910E+01 0.217700E+01
 0.230000E+00 0.565410E+00 0.244260E+02 0.218490E+01
 0.235000E+00 0.572210E+00 0.377240E+02 0.972880E+00
 0.240000E+00 0.579000E+00 0.516210E+02 0.640840E+00
 0.245000E+00 -.400200E+00 0.567190E+02 0.204880E+01
 0.250000E+00 -.159940E+01 0.582160E+02 0.338670E+01
 0.255000E+00 -.527600E+00 0.596130E+02 0.339470E+01
 0.260000E+00 -.497950E-01 0.600110E+02 0.339270E+01
 0.265000E+00 -.609920E-01 0.579080E+02 0.340060E+01
 0.270000E+00 0.372810E+00 0.544060E+02 0.340860E+01
 0.275000E+00 0.628610E+00 0.481030E+02 0.341660E+01
 0.280000E+00 0.635420E+00 0.425000E+02 0.477450E+01
 0.285000E+00 0.643230E+00 0.455980E+02 0.579250E+01
 0.290000E+00 0.650030E+00 0.496950E+02 0.580050E+01
 0.295000E+00 0.656840E+00 0.466930E+02 0.580850E+01
 0.300000E+00 0.663650E+00 0.233900E+02 0.478640E+01
 0.305000E+00 0.671460E+00 -.100330E+02 0.462440E+01
 0.310000E+00 0.938270E+00 -.226150E+02 0.436240E+01
 0.315000E+00 0.134810E+01 -.319180E+02 0.296040E+01
 0.320000E+00 0.135790E+01 -.387200E+02 0.226840E+01
 0.325000E+00 0.182770E+01 -.445230E+02 0.446380E+00
 0.330000E+00 0.759510E+00 -.466260E+02 -.956300E-01
 0.335000E+00 0.713330E+00 -.467280E+02 -.247630E+00
 0.340000E+00 0.720140E+00 -.463310E+02 -.127010E+01
 0.345000E+00 0.726960E+00 -.421330E+02 -.126520E+01
 0.350000E+00 0.734770E+00 -.312360E+02 -.126020E+01
 0.355000E+00 -.227010E+00 -.168380E+02 0.784380E+00
 0.360000E+00 0.704410E+00 -.134410E+02 0.117240E+01
 0.365000E+00 -.621770E+00 -.942350E+01 0.231040E+01
 0.370000E+00 -.149400E+01 -.263610E+01 0.231840E+01
 0.375000E+00 -.830130E+00 0.817140E+01 0.232640E+01
 0.380000E+00 -.207430E+01 0.132490E+02 0.232440E+01
 0.385000E+00 -.260450E+01 0.148460E+02 0.233250E+01
 0.390000E+00 -.485470E+01 0.163440E+02 0.234050E+01
 0.395000E+00 -.484480E+01 0.190410E+02 0.234850E+01
 0.400000E+00 -.483500E+01 0.223390E+02 0.176650E+01
 0.405000E+00 -.483520E+01 0.248360E+02 0.374580E+00
 0.410000E+00 -.578540E+01 0.252340E+02 -.173900E-01
 0.415000E+00 -.481550E+01 0.252310E+02 -.123280E+01
 0.420000E+00 -.456570E+01 0.266290E+02 -.263130E+01
 0.425000E+00 -.322590E+01 0.268260E+02 -.402330E+01
 0.430000E+00 -.188600E+01 0.252240E+02 -.405520E+01
 0.435000E+00 -.140620E+01 0.173210E+02 -.354720E+01
 0.440000E+00 -.139640E+01 0.322850E+01 -.353910E+01
 0.445000E+00 -.111850E+01 -.903400E+01 -.102010E+01
 0.450000E+00 0.883290E+00 -.190860E+02 0.396980E+00
 0.455000E+00 0.198310E+01 -.219890E+02 0.238500E+01
 0.460000E+00 0.317300E+01 -.240910E+02 0.363310E+01
 0.465000E+00 0.413280E+01 -.258940E+02 0.464120E+01
 0.470000E+00 0.432260E+01 -.282960E+02 0.489920E+01
 0.475000E+00 0.457250E+01 -.284990E+02 0.698730E+01
 0.480000E+00 0.548230E+01 -.290010E+02 0.606540E+01
 0.485000E+00 0.486220E+01 -.283040E+02 0.540340E+01
 0.490000E+00 0.438200E+01 -.308060E+02 0.313150E+01
 0.495000E+00 0.335180E+01 -.239090E+02 0.144960E+01
 0.500000E+00 0.901680E+00 -.367130E+01 -.112730E+01
 0.505000E+00 -.895780E-01 0.396620E+01 -.320420E+01
 0.510000E+00 -.756330E-01 0.176840E+02 -.571610E+01
 0.515000E+00 -.617870E-01 0.246810E+02 -.647800E+01
 0.520000E+00 -.479400E-01 0.263790E+02 -.687000E+01
 0.525000E+00 -.520920E-01 0.219760E+02 -.921190E+01
 0.530000E+00 -.114820E+01 0.154740E+02 -.756380E+01
 0.535000E+00 -.708390E+00 0.104720E+02 -.563560E+01
 0.540000E+00 0.745840E-02 0.773910E+01 -.562750E+01
 0.545000E+00 0.213100E-01 0.724660E+01 -.384940E+01
 0.550000E+00 0.351630E-01 0.725420E+01 -.212730E+01
 0.555000E+00 -.659830E-01 0.349180E+01 -.590200E+00
 0.560000E+00 -.106510E+01 -.150570E+01 0.222490E+01
 0.565000E+00 -.105130E+01 -.905310E+01 0.394300E+01
 0.570000E+00 -.177040E+01 -.150450E+02 0.549120E+01
 0.575000E+00 -.308060E+01 -.166480E+02 0.634930E+01
 0.580000E+00 -.327070E+01 -.177500E+02 0.636740E+01
 0.585000E+00 -.438080E+01 -.191530E+02 0.756560E+01
 0.590000E+00 -.437100E+01 -.208550E+02 0.713370E+01
 0.595000E+00 -.435110E+01 -.222580E+02 0.575180E+01
 0.600000E+00 -.516130E+01 -.214600E+02 0.523000E+01
 0.605000E+00 -.442140E+01 -.232620E+02 0.307810E+01
 0.610000E+00 -.431150E+01 -.257650E+02 0.516270E+00
 0.615000E+00 -.367170E+01 -.264670E+02 0.204420E+00
 0.620000E+00 -.203180E+01 -.246690E+02 -.118040E+01
 0.625000E+00 -.201190E+01 -.189720E+02 -.256930E+01
 0.630000E+00 -.107510E+01 -.997420E+01 -.298110E+01
 0.635000E+00 0.271810E+00 -.509660E+01 -.534290E+01
 0.640000E+00 -.197230E+01 -.279900E+01 -.532480E+01
 0.645000E+00 -.196240E+01 -.187330E+01 -.573660E+01
 0.650000E+00 -.194260E+01 0.856310E+00 -.647840E+01
 0.655000E+00 -.193270E+01 0.518400E+01 -.561020E+01
 0.660000E+00 -.293280E+01 0.951160E+01 -.526210E+01
 0.665000E+00 -.303290E+01 0.147090E+02 -.396390E+01
 0.670000E+00 -.301310E+01 0.181070E+02 -.286570E+01
 0.675000E+00 -.300320E+01 0.184050E+02 -.178250E+01
 0.680000E+00 -.299330E+01 0.150020E+02 -.459300E+00
 0.685000E+00 -.297340E+01 0.959990E+01 0.518900E+00
 0.690000E+00 -.296360E+01 0.419760E+01 0.757100E+00
 0.695000E+00 -.181370E+01 0.229530E+01 0.775300E+00
 0.700000E+00 -.180380E+01 0.499290E+01 0.783510E+00
 0.705000E+00 -.179390E+01 0.648060E+01 0.171720E+00
 0.710000E+00 -.968020E+00 -.416900E-01 -.369060E+00
 0.714999E+00 -.634130E+00 -.149140E+02 -.353850E+00
 0.719999E+00 0.508760E+00 -.281160E+02 -.525620E+00
 0.724999E+00 0.522640E+00 -.483190E+02 -.269540E+01
 0.729999E+00 0.536530E+00 -.505210E+02 -.268720E+01
 0.734999E+00 0.550420E+00 -.306230E+02 -.192890E+01
 0.739999E+00 0.562310E+00 0.917450E+01 -.146470E+01
 0.744999E+00 0.573210E+00 0.582720E+02 -.261250E+01
 0.749999E+00 0.171510E+01 0.790700E+02 -.142610E+01
 0.754999E+00 0.172500E+01 0.647680E+02 -.140690E+01
 0.759999E+00 0.173490E+01 0.135650E+02 -.137730E+00
 0.764999E+00 0.174480E+01 -.330370E+02 0.100050E+01
 0.769999E+00 0.175470E+01 -.636390E+02 -.312190E-01
 0.774999E+00 0.176460E+01 -.733410E+02 -.312960E+00
 0.779999E+00 0.177450E+01 -.289440E+02 -.249470E+01
 0.784999E+00 0.129440E+01 0.244540E+02 -.247640E+01
 0.789999E+00 0.135430E+01 0.277520E+02 -.245820E+01
 0.794999E+00 0.904190E+00 0.485500E+02 -.337990E+01
 0.799999E+00 0.683100E+00 0.757470E+02 -.360160E+01
 0.804999E+00 0.693000E+00 0.928450E+02 -.240330E+01
 0.809999E+00 0.108390E+01 0.111240E+03 -.198000E+01
 0.814999E+00 0.242380E+01 0.115240E+03 -.117580E+01
 0.819999E+00 0.298370E+01 0.108240E+03 -.328460E+00
 0.824999E+00 0.398360E+01 0.918360E+02 0.109980E+01
 0.829999E+00 0.420350E+01 0.509340E+02 0.251810E+01
 0.834999E+00 0.526350E+01 0.270320E+02 0.364640E+01
 0.839999E+00 0.527340E+01 0.124300E+02 0.417470E+01
 0.844999E+00 0.460330E+01 0.510750E+01 0.487310E+01
 0.849999E+00 0.328320E+01 0.421530E+01 0.489140E+01
 0.854999E+00 0.305310E+01 0.778310E+01 0.490970E+01
 0.859999E+00 0.272300E+01 0.167210E+02 0.374800E+01
 0.864999E+00 0.439960E+00 0.223190E+02 0.297630E+01
 0.869999E+00 -.145710E+01 0.221170E+02 0.804670E+00
 0.874999E+00 -.333720E+01 0.157140E+02 0.243000E+00
 0.879999E+00 -.564730E+01 0.565220E+01 -.181170E+01
 0.884999E+00 -.823740E+01 -.643990E+01 -.440030E+01
 0.889999E+00 -.982740E+01 -.220920E+02 -.354200E+01
 0.894999E+00 -.115880E+02 -.394940E+02 -.442360E+01
 0.899999E+00 -.108880E+02 -.512960E+02 -.298530E+01
 0.904999E+00 -.103880E+02 -.706990E+02 -.166920E+00
 0.909999E+00 -.929770E+01 -.720010E+02 0.152140E+01
 0.914999E+00 -.666780E+01 -.494030E+02 0.395980E+01
 0.919999E+00 -.435790E+01 -.354050E+02 0.435820E+01
 0.924999E+00 -.300790E+01 -.296070E+02 0.518650E+01
 0.929999E+00 -.243800E+01 -.285090E+02 0.438490E+01
 0.934999E+00 -.145810E+01 -.314110E+02 0.403330E+01
 0.939999E+00 -.139810E+01 -.417130E+02 0.400170E+01
 0.944999E+00 -.379820E+01 -.577150E+02 0.289010E+01
 0.949999E+00 -.511820E+01 -.619180E+02 0.290850E+01
 0.954999E+00 -.644830E+01 -.532200E+02 0.292690E+01
 0.959999E+00 -.776840E+01 -.270220E+02 0.294530E+01
 0.964999E+00 -.908840E+01 0.110760E+02 0.296370E+01
 0.969999E+00 -.101080E+02 0.501740E+02 0.417210E+01
 0.974999E+00 -.840850E+01 0.849720E+02 0.419050E+01
 0.979999E+00 -.573860E+01 0.953700E+02 0.479890E+01
 0.984999E+00 -.305860E+01 0.579680E+02 0.541730E+01
 0.989999E+00 -.383700E+00 0.173660E+02 0.543570E+01
 0.994999E+00 0.342130E+01 -.123530E+01 0.422420E+01
 0.999999E+00 0.585120E+01 -.821830E+01 0.284260E+01
 0.100500E+01 0.719120E+01 -.153400E+02 0.981030E+00
 0.101000E+01 0.787110E+01 -.214420E+02 -.111150E+01
 0.101500E+01 0.961110E+01 -.299440E+02 -.249210E+01
 0.102000E+01 0.112110E+02 -.360460E+02 -.387360E+01
 0.102500E+01 0.113110E+02 -.287490E+02 -.525520E+01
 0.103000E+01 0.109110E+02 -.440530E+00 -.700670E+01
 0.103500E+01 0.107110E+02 0.234470E+02 -.862830E+01
 0.104000E+01 0.106110E+02 0.378450E+02 -.780980E+01
 0.104500E+01 0.924080E+01 0.461430E+02 -.740130E+01
 0.105000E+01 0.904080E+01 0.421410E+02 -.734290E+01
 0.105500E+01 0.772070E+01 0.301390E+02 -.617440E+01
 0.106000E+01 0.639070E+01 0.589740E+01 -.614590E+01
 0.106500E+01 0.571070E+01 -.305650E+02 -.544740E+01
 0.107000E+01 0.487060E+01 -.732670E+02 -.402890E+01
 0.107500E+01 0.354060E+01 -.110870E+03 -.260040E+01
 0.108000E+01 0.222060E+01 -.888700E+02 -.383190E+01
 0.108500E+01 0.123050E+01 -.667720E+02 -.521340E+01
 0.109000E+01 0.698510E+00 -.264740E+02 -.659490E+01
 0.109500E+01 -.626520E+00 -.626640E+01 -.797640E+01
 0.110000E+01 -.194950E+01 0.472170E+01 -.835790E+01
 0.110500E+01 -.327960E+01 0.239970E+01 -.951940E+01
 0.111000E+01 -.459960E+01 -.591220E+01 -.901090E+01
 0.111500E+01 -.548960E+01 -.105040E+02 -.710230E+01
 0.112000E+01 -.547960E+01 -.576070E+00 -.641380E+01
 0.112500E+01 -.631970E+01 0.228120E+02 -.410530E+01
 0.113000E+01 -.554970E+01 0.426100E+02 -.237970E+01
 0.113500E+01 -.545970E+01 0.849080E+02 -.957190E+00
 0.114000E+01 -.479970E+01 0.816060E+02 0.460360E+00
 0.114500E+01 -.265970E+01 0.468040E+02 0.188890E+01
 0.115000E+01 -.204970E+01 0.407240E+01 0.253750E+01
 0.115500E+01 -.203970E+01 -.127990E+02 0.255600E+01
 0.116000E+01 -.319980E+01 -.214010E+02 0.137460E+01
 0.116500E+01 -.563980E+01 -.250030E+02 -.476830E+00
 0.117000E+01 -.695980E+01 -.259050E+02 -.465830E+01
 0.117500E+01 -.828980E+01 -.259070E+02 -.817970E+01
 0.118000E+01 -.104900E+02 -.267090E+02 -.117910E+02
 0.118500E+01 -.130900E+02 -.291110E+02 -.159930E+02
 0.119000E+01 -.131900E+02 -.328130E+02 -.174940E+02
 0.119500E+01 -.117900E+02 -.312140E+02 -.170950E+02
 0.120000E+01 -.942980E+01 -.136160E+02 -.150970E+02
 0.120500E+01 -.614980E+01 0.515190E+01 -.122980E+02
 0.121000E+01 -.254980E+01 0.262800E+02 -.104690E+02
 0.121500E+01 0.147020E+01 0.356780E+02 -.548090E+01
 0.122000E+01 0.681020E+01 0.782640E+01 -.220530E+01
 0.122500E+01 0.113100E+02 -.460250E+02 0.254640E+01
 0.123000E+01 0.146100E+02 -.845270E+02 0.667500E+01
 0.123500E+01 0.170100E+02 -.111930E+03 0.969360E+01
 0.124000E+01 0.162100E+02 -.116930E+03 0.121920E+02
 0.124500E+01 0.148100E+02 -.102930E+03 0.125910E+02
 0.125000E+01 0.115100E+02 -.671340E+02 0.132900E+02
 0.125500E+01 0.724030E+01 -.666620E+01 0.118880E+02
 0.126000E+01 0.386030E+01 0.789620E+02 0.978690E+01
 0.126500E+01 -.131000E+00 0.137060E+03 0.798550E+01
 0.127000E+01 -.411970E+01 0.164060E+03 0.423420E+01
 0.127500E+01 -.718970E+01 0.184060E+03 0.144290E+01
 0.128000E+01 -.120900E+02 0.178050E+03 -.133450E+01
 0.128500E+01 -.142900E+02 0.160050E+03 -.475980E+01
 0.129000E+01 -.125900E+02 0.132050E+03 -.808110E+01
 0.129500E+01 -.109900E+02 0.890500E+02 -.979240E+01
 0.130000E+01 -.838960E+01 0.271480E+02 -.111740E+02
 0.130500E+01 -.571950E+01 -.111340E+02 -.125250E+02
 0.131000E+01 -.304950E+01 -.289560E+02 -.134260E+02
 0.131500E+01 -.108350E+01 -.453570E+02 -.126280E+02
 0.132000E+01 0.257550E+00 -.310590E+02 -.121290E+02
 0.132500E+01 0.272060E+01 -.121610E+02 -.121300E+02
 0.133000E+01 0.122060E+01 0.618760E+01 -.107310E+02
 0.133500E+01 -.103240E+01 0.213360E+02 -.931270E+01
 0.134000E+01 -.235930E+01 0.119340E+02 -.789400E+01
 0.134500E+01 -.448930E+01 -.217670E+02 -.646530E+01
 0.135000E+01 -.511920E+01 -.642690E+02 -.611650E+01
 0.135500E+01 -.631920E+01 -.106970E+03 -.599780E+01
 0.136000E+01 -.676920E+01 -.134970E+03 -.488900E+01
 0.136500E+01 -.508910E+01 -.151970E+03 -.382030E+01
 0.137000E+01 -.366910E+01 -.166980E+03 -.173450E+01
 0.137500E+01 -.997040E+00 -.163980E+03 -.126570E+01
 0.138000E+01 0.168100E+01 -.134980E+03 -.739710E-01
 0.138500E+01 0.398110E+01 -.503810E+02 -.351960E-01
 0.139000E+01 0.360110E+01 -.899240E+01 -.426420E+00
 0.139500E+01 0.168110E+01 0.715600E+01 -.118560E+01
 0.140000E+01 -.336880E+01 0.391140E+02 -.200580E+01
 0.140500E+01 -.100290E+02 0.495130E+02 -.339010E+01
 0.141000E+01 -.119890E+02 0.602110E+02 -.460130E+01
 0.141500E+01 -.162890E+02 0.651100E+02 -.347250E+01
 0.142000E+01 -.205890E+02 0.680080E+02 -.242960E+01
 0.142500E+01 -.225890E+02 0.627060E+02 0.112520E+01
 0.143000E+01 -.211880E+02 0.494050E+02 0.534400E+01
 0.143500E+01 -.185880E+02 0.297030E+02 0.725280E+01
 0.144000E+01 -.133880E+02 0.234020E+02 0.102420E+02
 0.144500E+01 -.941830E+01 0.236000E+02 0.144400E+02
 0.145000E+01 -.423820E+01 0.311980E+02 0.180390E+02
 0.145500E+01 0.164180E+01 0.204970E+02 0.192380E+02
 0.146000E+01 0.400190E+01 0.533540E+01 0.192370E+02
 0.146500E+01 0.407200E+01 -.112760E+02 0.180360E+02
 0.147000E+01 0.275200E+01 -.223080E+02 0.166350E+02
 0.147500E+01 0.142210E+01 -.266090E+02 0.157340E+02
 0.148000E+01 -.579820E+00 -.238110E+02 0.157320E+02
 0.148500E+01 -.145780E+01 -.166120E+02 0.158310E+02
 0.149000E+01 -.355680E+00 -.118340E+02 0.169300E+02
 0.149500E+01 0.982400E+00 -.148150E+02 0.172290E+02
 0.150000E+01 0.270250E+01 -.208170E+02 0.182280E+02
 0.150500E+01 0.653260E+01 -.272180E+02 0.182270E+02
 0.151000E+01 0.103130E+02 -.303200E+02 0.166260E+02
 0.151500E+01 0.140130E+02 -.339210E+02 0.149250E+02
 0.152000E+01 0.156130E+02 -.411230E+02 0.109240E+02
 0.152500E+01 0.167130E+02 -.523240E+02 0.562250E+01
 0.153000E+01 0.167130E+02 -.322260E+02 0.941380E+00
 0.153500E+01 0.160130E+02 -.945720E+01 -.463970E+01
 0.154000E+01 0.147130E+02 0.927130E+01 -.111510E+02
 0.154500E+01 0.123130E+02 0.199700E+02 -.169820E+02
 0.155000E+01 0.947330E+01 0.248680E+02 -.208830E+02
 0.155500E+01 0.621340E+01 0.248670E+02 -.226840E+02
 0.156000E+01 0.546350E+01 0.237660E+02 -.236850E+02
 0.156500E+01 0.547360E+01 0.226640E+02 -.221860E+02
 0.157000E+01 0.450370E+01 0.236630E+02 -.187870E+02
 0.157500E+01 0.554380E+01 0.235610E+02 -.144880E+02
 0.158000E+01 0.714390E+01 0.123600E+02 -.105690E+02
 0.158500E+01 0.890400E+01 -.116710E+02 -.775020E+01
 0.159000E+01 0.891410E+01 -.271430E+02 -.492120E+01
 0.159500E+01 0.805420E+01 -.357440E+02 -.301220E+01
 0.160000E+01 0.780430E+01 -.322460E+02 -.272320E+01
 0.160500E+01 0.638440E+01 -.198470E+02 -.302430E+01
 0.161000E+01 0.408450E+01 -.593840E+01 -.580530E+01
 0.161500E+01 0.107460E+01 -.109760E+00 -.858620E+01
 0.162000E+01 -.347530E+01 0.278880E+00 -.105670E+02
 0.162500E+01 -.649520E+01 0.897530E+00 -.129980E+02
 0.163000E+01 -.910510E+01 0.211620E+01 -.156990E+02
 0.163500E+01 -.103850E+02 -.315150E+00 -.159000E+02
 0.164000E+01 -.112850E+02 -.257550E+01 -.168010E+02
 0.164500E+01 -.112850E+02 -.860780E+01 -.147020E+02
 0.165000E+01 -.112850E+02 -.175590E+02 -.114030E+02
 0.165500E+01 -.101850E+02 -.248600E+02 -.858400E+01
 0.166000E+01 -.661440E+01 -.191620E+02 -.591500E+01
 0.166500E+01 -.527430E+01 -.529310E+01 -.450590E+01
 0.167000E+01 -.448420E+01 0.255360E+02 -.424690E+01
 0.167500E+01 -.447400E+01 0.104930E+03 -.403780E+01
 0.168000E+01 -.542390E+01 0.162930E+03 -.261870E+01
 0.168500E+01 -.558380E+01 0.194930E+03 -.120670E+01
 0.169000E+01 -.581370E+01 0.196930E+03 0.209430E+00
 0.169500E+01 -.669350E+01 0.151930E+03 0.209850E+01
 0.170000E+01 -.668340E+01 0.464280E+02 0.559760E+01
 0.170500E+01 -.668330E+01 -.587730E+02 0.888670E+01
 0.171000E+01 -.878310E+01 -.128070E+03 0.117860E+02
 0.171500E+01 -.666300E+01 -.100480E+03 0.145850E+02
 0.172000E+01 -.631290E+01 -.614770E+02 0.169840E+02
 0.172500E+01 -.551270E+01 0.138180E+01 0.178830E+02
 0.173000E+01 -.476260E+01 0.495060E+01 0.178820E+02
 0.173500E+01 -.437250E+01 0.140190E+02 0.168810E+02
 0.174000E+01 -.551230E+01 0.160180E+02 0.154810E+02
 0.174500E+01 -.661220E+01 0.156170E+02 0.114800E+02
 0.175000E+01 -.703200E+01 0.201160E+02 0.917880E+01
 0.175500E+01 -.900190E+01 0.242150E+02 0.712800E+01
 0.176000E+01 -.116820E+02 0.175130E+02 0.610710E+01
 0.176500E+01 -.132820E+02 -.627880E+02 0.833630E+01
 0.177000E+01 -.118810E+02 -.117090E+03 0.111750E+02
 0.177500E+01 -.783130E+01 -.155090E+03 0.146750E+02
 0.178000E+01 -.329120E+01 -.160090E+03 0.191740E+02
 0.178500E+01 0.131900E+01 -.134090E+03 0.227730E+02
 0.179000E+01 0.531920E+01 -.934930E+02 0.259720E+02
 0.179500E+01 0.814930E+01 0.277050E+02 0.287710E+02
 0.180000E+01 0.815950E+01 0.899040E+02 0.297710E+02
 0.180500E+01 0.730960E+01 0.119900E+03 0.274700E+02
 0.181000E+01 0.464980E+01 0.122900E+03 0.186690E+02
 0.181500E+01 0.115990E+01 0.916010E+02 0.725820E+01
 0.182000E+01 -.386990E+01 0.626000E+02 -.253560E+01
 0.182500E+01 -.116800E+02 0.465990E+02 -.152330E+02
 0.183000E+01 -.180800E+02 0.432980E+02 -.295340E+02
 0.183500E+01 -.198790E+02 0.434970E+02 -.391350E+02
 0.184000E+01 -.225790E+02 0.505950E+02 -.445360E+02
 0.184500E+01 -.252790E+02 0.623940E+02 -.478360E+02
 0.185000E+01 -.255790E+02 0.501930E+02 -.469370E+02
 0.185500E+01 -.253790E+02 0.939230E+01 -.441380E+02
 0.186000E+01 -.236790E+02 -.430090E+02 -.409390E+02
 0.186500E+01 -.209780E+02 -.643100E+02 -.366390E+02
 0.187000E+01 -.182780E+02 -.730110E+02 -.342400E+02
 0.187500E+01 -.166780E+02 -.759120E+02 -.327410E+02
 0.188000E+01 -.165780E+02 -.747130E+02 -.301420E+02
 0.188500E+01 -.168780E+02 -.709140E+02 -.290420E+02
 0.189000E+01 -.181780E+02 -.687150E+02 -.290430E+02
 0.189500E+01 -.201770E+02 -.652160E+02 -.305440E+02
 0.190000E+01 -.219770E+02 -.386170E+02 -.314440E+02
 0.190500E+01 -.221770E+02 -.270180E+02 -.314450E+02
 0.191000E+01 -.218770E+02 -.173190E+02 -.285460E+02
 0.191500E+01 -.201770E+02 -.820980E+01 -.236460E+02
 0.192000E+01 -.180760E+02 -.290210E+02 -.163470E+02
 0.192500E+01 -.167760E+02 -.555220E+02 -.130480E+02
 0.193000E+01 -.143760E+02 -.788230E+02 -.910840E+01
 0.193500E+01 -.117760E+02 -.104120E+03 -.715020E+00
 0.194000E+01 -.906570E+01 -.965250E+02 0.109500E+02
 0.194500E+01 -.588550E+01 -.683260E+02 0.183500E+02
 0.195000E+01 -.116630E+01 -.388260E+02 0.239490E+02
 0.195500E+01 0.234490E+01 -.156270E+02 0.295480E+02
 0.196000E+01 0.613510E+01 0.100720E+02 0.363480E+02
 0.196500E+01 0.114250E+02 0.512710E+02 0.473470E+02
 0.197000E+01 0.168260E+02 0.691700E+02 0.571470E+02
 0.197500E+01 0.215260E+02 0.823690E+02 0.644460E+02
 0.198000E+01 0.263260E+02 0.946680E+02 0.695450E+02
 0.198500E+01 0.306260E+02 0.101870E+03 0.762450E+02
 0.199000E+01 0.333260E+02 0.105870E+03 0.820440E+02
 0.199500E+01 0.344270E+02 0.111870E+03 0.884440E+02
 0.200000E+01 0.349270E+02 0.109860E+03 0.921430E+02
 0.200500E+01 0.362270E+02 0.855640E+02 0.949420E+02
 0.201000E+01 0.358270E+02 0.583630E+02 0.968420E+02
 0.201500E+01 0.355270E+02 0.394620E+02 0.970410E+02
 0.202000E+01 0.354280E+02 0.334610E+02 0.982410E+02
 0.202500E+01 0.340280E+02 0.337600E+02 0.983400E+02
 0.203000E+01 0.309280E+02 0.539600E+02 0.976400E+02
 0.203500E+01 0.264280E+02 0.714590E+02 0.937390E+02
 0.204000E+01 0.224280E+02 0.839580E+02 0.870390E+02
 0.204500E+01 0.901870E+01 0.933570E+02 0.812380E+02
 0.205000E+01 -.788110E+00 0.971560E+02 0.698370E+02
 0.205500E+01 -.744090E+01 0.735560E+02 0.505370E+02
 0.206000E+01 -.147710E+02 0.409550E+02 0.299360E+02
 0.206500E+01 -.227700E+02 0.218540E+02 0.993590E+01
 0.207000E+01 -.274700E+02 0.143530E+02 -.103150E+02
 0.207500E+01 -.310700E+02 0.143530E+02 -.254650E+02
 0.208000E+01 -.316700E+02 0.165520E+02 -.376660E+02
 0.208500E+01 -.303700E+02 0.211510E+02 -.475660E+02
 0.209000E+01 -.297690E+02 0.273500E+02 -.551670E+02
 0.209500E+01 -.307690E+02 0.159500E+02 -.611670E+02
 0.210000E+01 -.332690E+02 -.293510E+02 -.652680E+02
 0.210500E+01 -.350690E+02 -.515520E+02 -.666680E+02
 0.211000E+01 -.385680E+02 -.585530E+02 -.680680E+02
