      Time(s)  AccL(cm/s2)  AccV(cm/s2)  AccT(cm/s2)
 0.000000E+00 -.107780E+01 -.586970E+00 0.152870E+01
 0.500000E-02 -.108700E+01 -.587190E+00 0.153760E+01
 0.100000E-01 -.109610E+01 -.587390E+00 0.154650E+01
 0.150000E-01 -.110540E+01 -.587580E+00 0.155530E+01
 0.200000E-01 -.111460E+01 -.587760E+00 0.156420E+01
 0.250000E-01 -.112390E+01 -.587930E+00 0.157320E+01
 0.300000E-01 -.113310E+01 -.588080E+00 0.158210E+01
 0.350000E-01 -.114250E+01 -.588220E+00 0.159100E+01
 0.400000E-01 -.115180E+01 -.588340E+00 0.159990E+01
 0.450000E-01 -.116120E+01 -.588450E+00 0.160880E+01
 0.500000E-01 -.117050E+01 -.588540E+00 0.161780E+01
 0.550000E-01 -.118000E+01 -.588630E+00 0.162670E+01
 0.600000E-01 -.118940E+01 -.588690E+00 0.163560E+01
 0.650000E-01 -.119880E+01 -.588750E+00 0.164460E+01
 0.700000E-01 -.120830E+01 -.588790E+00 0.165350E+01
 0.750000E-01 -.121780E+01 -.588810E+00 0.166250E+01
 0.800000E-01 -.122740E+01 -.588820E+00 0.167140E+01
 0.850000E-01 -.123690E+01 -.588820E+00 0.168040E+01
 0.900000E-01 -.124650E+01 -.588800E+00 0.168940E+01
 0.950000E-01 -.125610E+01 0.263690E+00 0.169830E+01
 0.100000E+00 -.126580E+01 -.289830E+01 0.170730E+01
 0.105000E+00 -.127540E+01 -.597820E+01 0.171630E+01
 0.110000E+00 -.128510E+01 -.552810E+01 0.172520E+01
 0.115000E+00 -.129480E+01 -.473800E+01 0.173420E+01
 0.120000E+00 -.130450E+01 -.934930E+00 0.174320E+01
 0.125000E+00 -.131430E+01 -.442810E+00 0.175220E+01
 0.130000E+00 -.132410E+01 0.953190E-01 0.176120E+01
 0.135000E+00 -.133390E+01 0.108470E+00 0.177020E+01
 0.140000E+00 -.134370E+01 0.200630E+00 0.177910E+01
 0.145000E+00 -.135350E+01 0.152280E+01 0.178810E+01
 0.150000E+00 -.136340E+01 0.333300E+01 0.179710E+01
 0.155000E+00 -.137330E+01 0.596320E+01 0.180610E+01
 0.160000E+00 -.138320E+01 0.419340E+01 0.181510E+01
 0.165000E+00 -.139310E+01 0.352370E+01 0.182410E+01
 0.170000E+00 -.140310E+01 0.353390E+01 0.183310E+01
 0.175000E+00 -.141300E+01 0.354420E+01 0.184210E+01
 0.180000E+00 -.116650E+01 0.356450E+01 0.185110E+01
 0.185000E+00 -.170750E+01 0.357470E+01 0.186010E+01
 0.190000E+00 -.718590E+00 0.260510E+01 0.186900E+01
 0.195000E+00 -.516650E+00 0.249540E+01 0.187800E+01
 0.200000E+00 0.533260E+00 0.277570E+01 0.188700E+01
 0.205000E+00 0.101320E+01 0.268610E+01 0.189600E+01
 0.210000E+00 0.165300E+01 -.598260E+00 0.190500E+01
 0.215000E+00 0.165290E+01 -.364320E+01 0.191400E+01
 0.220000E+00 0.165270E+01 -.518280E+01 0.192300E+01
 0.225000E+00 0.192510E+00 -.570240E+01 0.193190E+01
 0.230000E+00 -.135070E+01 -.815190E+01 0.194090E+01
 0.235000E+00 -.279290E-01 -.739150E+01 0.194990E+01
 0.240000E+00 0.521820E+00 -.738100E+01 0.195890E+01
 0.245000E+00 0.521550E+00 -.445060E+01 0.196780E+01
 0.250000E+00 0.164130E+01 -.285010E+01 0.197680E+01
 0.255000E+00 0.164090E+01 -.151960E+01 0.198580E+01
 0.260000E+00 0.210060E+01 0.730950E+00 0.199470E+01
 0.265000E+00 0.276030E+01 0.335150E+01 0.200370E+01
 0.270000E+00 0.274990E+01 0.294200E+01 0.201260E+01
 0.275000E+00 0.274950E+01 0.484260E+01 0.202160E+01
 0.280000E+00 0.146910E+01 0.399320E+01 0.203050E+01
 0.285000E+00 0.868650E+00 0.567380E+01 0.203940E+01
 0.290000E+00 0.105820E+01 0.887440E+01 0.204840E+01
 0.295000E+00 -.272260E+00 0.978500E+01 0.205730E+01
 0.300000E+00 -.624750E+00 0.944560E+01 0.206620E+01
 0.305000E+00 -.679250E+00 0.818630E+01 0.207510E+01
 0.310000E+00 -.175080E+01 0.451700E+01 0.208410E+01
 0.315000E+00 -.129330E+01 0.236770E+01 0.209300E+01
 0.320000E+00 -.634870E+00 0.237840E+01 0.210190E+01
 0.325000E+00 -.635450E+00 0.455910E+01 0.211070E+01
 0.330000E+00 0.433950E+00 0.613980E+01 0.211960E+01
 0.335000E+00 0.175330E+01 0.828050E+01 0.212850E+01
 0.340000E+00 0.272270E+01 0.768130E+01 0.213740E+01
 0.345000E+00 0.272210E+01 0.790210E+01 0.214630E+01
 0.350000E+00 0.272140E+01 0.661290E+01 0.215510E+01
 0.355000E+00 0.176070E+01 0.626370E+01 0.216400E+01
 0.360000E+00 0.520030E+00 0.610450E+01 0.217280E+01
 0.365000E+00 0.158930E+01 0.111530E+01 0.218160E+01
 0.370000E+00 0.158860E+01 -.325380E+01 0.219050E+01
 0.375000E+00 0.277830E+00 -.654290E+01 0.219930E+01
 0.380000E+00 -.662930E+00 -.953200E+01 0.220810E+01
 0.385000E+00 0.396290E+00 -.114010E+02 0.221690E+01
 0.390000E+00 0.158550E+01 -.460020E+01 0.222570E+01
 0.395000E+00 0.192470E+01 -.224930E+01 0.223450E+01
 0.400000E+00 0.270390E+01 0.145160E+01 0.224320E+01
 0.405000E+00 0.345300E+01 0.299260E+01 0.225200E+01
 0.410000E+00 0.191220E+01 0.408360E+01 0.226070E+01
 0.415000E+00 0.262130E+01 0.771460E+01 0.226950E+01
 0.420000E+00 0.680410E+00 0.138060E+02 0.227820E+01
 0.425000E+00 0.239500E+00 0.151070E+02 0.228690E+01
 0.430000E+00 -.180400E+01 0.125080E+02 0.229560E+01
 0.435000E+00 -.958340E+00 0.868870E+01 0.230430E+01
 0.440000E+00 -.173830E+01 0.448980E+01 0.231300E+01
 0.445000E+00 -.554240E+00 0.315840E+00 0.232170E+01
 0.450000E+00 0.764790E+00 -.521810E+01 0.233040E+01
 0.455000E+00 0.101380E+01 -.728700E+01 0.233900E+01
 0.460000E+00 -.317200E+00 -.784580E+01 0.234760E+01
 0.465000E+00 -.164420E+01 -.774470E+01 0.235630E+01
 0.470000E+00 -.291920E+01 -.438350E+01 0.236490E+01
 0.475000E+00 -.205590E+01 0.707660E+00 0.237350E+01
 0.480000E+00 -.251830E+01 0.907880E+01 0.238210E+01
 0.485000E+00 -.119440E+01 0.149200E+02 0.239060E+01
 0.490000E+00 -.713460E+00 0.186210E+02 0.239920E+01
 0.495000E+00 -.714550E+00 0.179230E+02 0.240780E+01
 0.500000E+00 -.585650E+00 0.320380E+01 0.241630E+01
 0.505000E+00 0.932340E-01 0.925020E+00 0.242480E+01
 0.510000E+00 -.697890E+00 -.146070E+01 0.243330E+01
 0.515000E+00 0.509740E-01 -.536240E+01 0.244180E+01
 0.520000E+00 0.439830E+00 -.101610E+02 0.245030E+01
 0.525000E+00 0.478670E+00 -.865980E+01 0.245870E+01
 0.530000E+00 0.313750E+01 -.819840E+01 0.246720E+01
 0.535000E+00 0.452630E+01 -.554710E+01 0.247560E+01
 0.540000E+00 0.257510E+01 -.476570E+01 0.248400E+01
 0.545000E+00 0.159390E+01 -.441430E+01 0.249240E+01
 0.550000E+00 0.366270E+01 -.102990E+01 0.250080E+01
 0.555000E+00 0.273150E+01 0.246850E+01 0.250920E+01
 0.560000E+00 0.241030E+01 -.890660E-01 0.251750E+01
 0.565000E+00 0.490210E-01 -.560860E+01 0.252580E+01
 0.570000E+00 -.247020E+01 -.948720E+01 0.253420E+01
 0.575000E+00 -.286150E+01 -.133560E+02 0.254250E+01
 0.580000E+00 -.285580E+01 -.172540E+02 0.255070E+01
 0.585000E+00 -.285000E+01 -.677270E+01 0.255900E+01
 0.590000E+00 -.325730E+01 0.244880E+01 0.256720E+01
 0.595000E+00 -.395860E+01 0.118500E+02 0.257550E+01
 0.600000E+00 -.313390E+01 0.136520E+02 0.258370E+01
 0.605000E+00 -.781240E+00 0.189530E+02 0.259190E+01
 0.610000E+00 -.682560E+00 0.262550E+02 0.260000E+01
 0.615000E+00 -.138390E+01 0.254570E+02 0.260820E+01
 0.620000E+00 -.552250E-01 0.186580E+02 0.261630E+01
 0.625000E+00 -.156570E+00 0.141600E+02 0.262440E+01
 0.630000E+00 -.147290E+01 0.110620E+02 0.263250E+01
 0.635000E+00 -.279330E+01 -.703680E+01 0.264060E+01
 0.640000E+00 -.186860E+01 -.135350E+02 0.264870E+01
 0.645000E+00 -.237530E+01 -.185330E+02 0.265670E+01
 0.650000E+00 -.165340E+01 -.191320E+02 0.266470E+01
 0.655000E+00 -.164780E+01 -.191300E+02 0.267270E+01
 0.660000E+00 -.626170E+00 -.151280E+02 0.268070E+01
 0.665000E+00 -.517570E+00 -.103770E+02 0.268860E+01
 0.670000E+00 -.208970E+00 0.276520E+01 0.269650E+01
 0.675000E+00 0.619620E+00 0.143770E+02 0.270450E+01
 0.680000E+00 0.132820E+01 0.186790E+02 0.271230E+01
 0.685000E+00 0.846790E+00 0.187810E+02 0.272020E+01
 0.690000E+00 0.635370E+00 0.165820E+02 0.272800E+01
 0.695000E+00 0.215390E+01 0.126840E+02 0.273590E+01
 0.700000E+00 0.441250E+01 0.911600E+01 0.274370E+01
 0.705000E+00 0.454110E+01 0.651780E+01 0.275140E+01
 0.710000E+00 0.402960E+01 0.473970E+01 0.275920E+01
 0.714999E+00 0.100820E+01 0.444160E+01 0.276690E+01
 0.719999E+00 0.666730E+00 0.455350E+01 0.277460E+01
 0.724999E+00 0.385280E+00 0.560540E+01 0.278230E+01
 0.729999E+00 -.936180E+00 0.513730E+01 0.279000E+01
 0.734999E+00 -.365760E+01 0.591930E+01 0.234620E+01
 0.739999E+00 -.401910E+01 0.856120E+01 0.333180E+01
 0.744999E+00 -.490060E+01 0.573320E+01 0.476540E+01
 0.749999E+00 -.603200E+01 0.163510E+01 0.463300E+01
 0.754999E+00 -.602350E+01 -.436290E+01 0.247550E+01
 0.759999E+00 -.661500E+01 -.115910E+02 -.401970E+00
 0.764999E+00 -.793650E+01 -.149890E+02 -.340450E+01
 0.769999E+00 -.725790E+01 -.123870E+02 -.647700E+01
 0.774999E+00 -.591940E+01 -.118850E+02 -.796960E+01
 0.779999E+00 -.431090E+01 -.105830E+02 -.866220E+01
 0.784999E+00 -.213940E+01 -.878060E+01 -.775480E+01
 0.789999E+00 -.803860E+00 -.750850E+01 -.700740E+01
 0.794999E+00 0.141470E+01 -.925640E+01 -.558010E+01
 0.799999E+00 0.407320E+01 -.107740E+02 -.529280E+01
 0.804999E+00 0.745170E+01 -.131720E+02 -.660550E+01
 0.809999E+00 0.636020E+01 -.140700E+02 -.791830E+01
 0.814999E+00 0.355870E+01 -.140680E+02 -.751110E+01
 0.819999E+00 0.223720E+01 -.125660E+02 -.711390E+01
 0.824999E+00 0.190580E+01 -.108640E+02 -.849670E+01
 0.829999E+00 0.654270E+00 -.586130E+01 -.848950E+01
 0.834999E+00 -.117720E+01 0.121090E+01 -.705240E+01
 0.839999E+00 0.161310E+00 0.469310E+01 -.612530E+01
 0.844999E+00 0.809830E+00 0.598530E+01 -.536830E+01
 0.849999E+00 -.716480E-01 0.599760E+01 -.486130E+01
 0.854999E+00 -.139310E+01 0.923980E+01 -.481430E+01
 0.859999E+00 -.254160E+01 0.936210E+01 -.477730E+01
 0.864999E+00 -.327910E+01 0.863440E+01 -.473030E+01
 0.869999E+00 -.534750E+01 0.489670E+01 -.408340E+01
 0.874999E+00 -.588900E+01 0.119900E+01 -.265650E+01
 0.879999E+00 -.687050E+01 -.435810E+00 -.224970E+01
 0.884999E+00 -.694190E+01 -.284640E+01 -.234290E+01
 0.889999E+00 -.561340E+01 -.414400E+01 -.451610E+01
 0.894999E+00 -.427490E+01 -.404170E+01 -.446930E+01
 0.899999E+00 -.294790E+01 -.140930E+01 -.443260E+01
 0.904999E+00 -.249180E+01 0.123310E+01 -.438590E+01
 0.909999E+00 -.140920E+01 0.280550E+01 -.546920E+01
 0.914999E+00 -.230650E+00 0.603790E+01 -.530260E+01
 0.919999E+00 -.952080E+00 0.402030E+01 -.387590E+01
 0.924999E+00 -.360050E+01 0.122270E+01 -.244940E+01
 0.929999E+00 -.547490E+01 -.159480E+01 -.102280E+01
 0.934999E+00 -.582640E+01 -.551240E+01 0.142370E+01
 0.939999E+00 -.576780E+01 -.116100E+02 0.173020E+01
 0.944999E+00 -.468920E+01 -.129070E+02 0.646640E+00
 0.949999E+00 -.469060E+01 -.853490E+01 0.213060E+00
 0.954999E+00 -.401700E+01 0.656550E+00 -.182060E+01
 0.959999E+00 -.355240E+01 0.693010E+01 -.455420E+01
 0.964999E+00 -.334790E+00 0.106030E+02 -.840790E+01
 0.969999E+00 0.319380E+01 0.153050E+02 -.980160E+01
 0.974999E+00 0.320240E+01 0.255080E+02 -.100950E+02
 0.979999E+00 0.432110E+01 0.319100E+02 -.728910E+01
 0.984999E+00 0.469970E+01 0.323130E+02 -.525290E+01
 0.989999E+00 0.337840E+01 0.281150E+02 -.180680E+01
 0.994999E+00 0.937020E+00 0.215180E+02 -.122060E+01
 0.999999E+00 -.884320E+00 0.147210E+02 0.205460E+00
 0.100500E+01 -.440570E+01 0.467320E+01 0.115150E+01
 0.101000E+01 -.573700E+01 -.582420E+01 0.487540E+00
 0.101500E+01 -.402030E+01 -.132720E+02 0.235300E-01
 0.102000E+01 -.299610E+00 -.240690E+02 -.105050E+01
 0.102500E+01 0.290960E-01 -.257660E+02 -.124460E+01
 0.103000E+01 0.169780E+01 -.176640E+02 -.259870E+01
 0.103500E+01 0.380650E+01 -.139610E+02 -.339290E+01
 0.104000E+01 0.438530E+01 -.126580E+02 -.414700E+01
 0.104500E+01 0.629400E+01 -.104560E+02 -.451130E+01
 0.105000E+01 0.420270E+01 -.123530E+02 -.444550E+01
 0.105500E+01 -.193850E+01 -.165500E+02 -.353980E+01
 0.106000E+01 -.591970E+01 -.252470E+02 -.489410E+01
 0.106500E+01 -.796100E+01 -.352450E+02 -.557850E+01
 0.107000E+01 -.626220E+01 -.375420E+02 -.728290E+01
 0.107500E+01 -.570340E+01 -.367390E+02 -.787730E+01
 0.108000E+01 -.431860E+01 -.252360E+02 -.887180E+01
 0.108500E+01 -.233570E+01 -.812360E+01 -.786630E+01
 0.109000E+01 -.125690E+01 0.986910E+01 -.776090E+01
 0.109500E+01 0.139190E+01 0.236720E+02 -.935550E+01
 0.110000E+01 0.405080E+01 0.372750E+02 -.100500E+02
 0.110500E+01 0.432970E+01 0.386780E+02 -.894470E+01
 0.111000E+01 0.348530E+00 0.248800E+02 -.100390E+02
 0.111500E+01 -.232260E+01 0.867320E+01 -.913420E+01
 0.112000E+01 -.423170E+01 -.574400E+01 -.702890E+01
 0.112500E+01 -.652480E+01 -.168110E+02 -.645370E+01
 0.113000E+01 -.576580E+01 -.219080E+02 -.751860E+01
 0.113500E+01 -.568690E+01 -.215050E+02 -.761350E+01
 0.114000E+01 -.567790E+01 -.153030E+02 -.750840E+01
 0.114500E+01 -.567900E+01 -.105000E+02 -.750330E+01
 0.115000E+01 -.641000E+01 -.512670E+01 -.829830E+01
 0.115500E+01 -.680100E+01 -.412840E+00 -.959340E+01
 0.116000E+01 -.792200E+01 0.236910E+01 -.858840E+01
 0.116500E+01 -.791290E+01 0.260200E+01 -.698360E+01
 0.117000E+01 -.706390E+01 0.475490E+01 -.417870E+01
 0.117500E+01 -.503480E+01 0.745780E+01 -.203390E+01
 0.118000E+01 -.454180E+01 0.878080E+01 -.629130E+00
 0.118500E+01 -.350570E+01 0.101240E+02 -.294400E+00
 0.119000E+01 -.330060E+01 0.829670E+01 -.143970E+01
 0.119500E+01 -.165850E+01 0.706570E-01 -.175510E+01
 0.120000E+01 0.100070E+01 -.522370E+00 -.257040E+01
 0.120500E+01 0.292980E+01 0.309610E+00 -.405590E+01
 0.121000E+01 0.610900E+01 -.637140E+01 -.390130E+01
 0.121500E+01 0.782820E+01 -.415840E+01 -.132690E+01
 0.122000E+01 0.671740E+01 -.210510E+00 -.107240E+01
 0.122500E+01 0.587660E+01 0.496760E+01 -.979880E-01
 0.123000E+01 0.445580E+01 0.979060E+01 -.137360E+01
 0.123500E+01 0.364510E+01 0.866360E+01 -.239930E+01
 0.124000E+01 0.129430E+01 0.605670E+01 -.237500E+01
 0.124500E+01 0.993610E+00 0.496970E+01 -.352070E+01
 0.125000E+01 -.170930E-01 0.944270E+01 -.350650E+01
 0.125500E+01 -.177740E-01 0.189660E+02 -.348240E+01
 0.126000E+01 -.184370E-01 0.246690E+02 -.345820E+01
 0.126500E+01 -.908190E-02 0.322720E+02 -.439420E+01
 0.127000E+01 -.970810E-02 0.381750E+02 -.575010E+01
 0.127500E+01 -.133030E+01 0.367780E+02 -.572610E+01
 0.128000E+01 -.184090E+01 0.247810E+02 -.528220E+01
 0.128500E+01 -.173150E+01 0.941420E+01 -.450820E+01
 0.129000E+01 -.224200E+01 -.319270E+01 -.448440E+01
 0.129500E+01 -.325860E+01 -.163100E+02 -.340050E+01
 0.130000E+01 -.448410E+01 -.286060E+02 -.198670E+01
 0.130500E+01 -.448160E+01 -.306030E+02 -.892990E+00
 0.131000E+01 -.498400E+01 -.266000E+02 -.869280E+00
 0.131500E+01 -.489450E+01 -.195970E+02 -.845620E+00
 0.132000E+01 -.265490E+01 -.174940E+02 0.128010E+00
 0.132500E+01 0.468080E-02 -.128910E+02 0.371590E+00
 0.133000E+01 0.246430E+01 -.727770E+01 -.118490E+01
 0.133500E+01 0.418390E+01 -.726460E+01 -.269140E+01
 0.134000E+01 0.626360E+01 -.785140E+01 -.190790E+01
 0.134500E+01 0.596330E+01 -.828830E+01 -.188450E+01
 0.135000E+01 0.664290E+01 0.361490E+01 -.291120E+01
 0.135500E+01 0.683270E+01 0.121280E+02 -.300780E+01
 0.136000E+01 0.792240E+01 0.175310E+02 -.298460E+01
 0.136500E+01 0.791220E+01 0.245340E+02 -.296130E+01
 0.137000E+01 0.790190E+01 0.297380E+02 -.147810E+01
 0.137500E+01 0.430180E+01 0.296410E+02 -.574970E+00
 0.138000E+01 0.121160E+01 0.250440E+02 0.608130E+00
 0.138500E+01 -.128570E+00 0.192470E+02 -.528810E+00
 0.139000E+01 -.106870E+01 0.779030E+01 -.915790E+00
 0.139500E+01 -.224880E+01 -.807650E+01 -.351280E+01
 0.140000E+01 -.410030E+01 -.169430E+02 -.679990E+01
 0.140500E+01 -.541890E+01 -.202400E+02 -.749700E+01
 0.141000E+01 -.794900E+01 -.215370E+02 -.620420E+01
 0.141500E+01 -.974900E+01 -.185340E+02 -.480140E+01
 0.142000E+01 -.792900E+01 -.122300E+02 -.390860E+01
 0.142500E+01 -.803890E+01 -.102270E+02 -.317590E+01
 0.143000E+01 -.978880E+01 -.582400E+01 -.363320E+01
 0.143500E+01 -.111090E+02 0.917920E+01 -.501060E+01
 0.144000E+01 -.111390E+02 0.128820E+02 -.501800E+01
 0.144500E+01 -.103690E+02 0.117860E+02 -.540550E+01
 0.145000E+01 -.829830E+01 0.492890E+01 -.677300E+01
 0.145500E+01 -.618820E+01 -.633790E+01 -.737060E+01
 0.146000E+01 -.253790E+01 -.103050E+02 -.726820E+01
 0.146500E+01 0.102300E+00 -.139010E+02 -.597580E+01
 0.147000E+01 0.112570E+00 -.156980E+02 -.347350E+01
 0.147500E+01 -.367140E+00 -.134950E+02 -.158130E+01
 0.148000E+01 -.100680E+01 -.375170E+01 0.500950E+00
 0.148500E+01 0.763520E+00 0.363160E+01 0.374510E+01
 0.149000E+01 0.450390E+01 0.105150E+02 0.677520E+01
 0.149500E+01 0.461430E+01 0.163180E+02 0.821730E+01
 0.150000E+01 0.387470E+01 0.204210E+02 0.883940E+01
 0.150500E+01 0.237520E+01 0.136250E+02 0.747130E+01
 0.151000E+01 0.160560E+01 0.984780E+01 0.691330E+01
 0.151500E+01 0.224610E+01 0.567110E+01 0.487520E+01
 0.152000E+01 0.226670E+01 -.384570E+01 0.328900E+01
 0.152500E+01 -.122760E+00 -.431240E+01 0.108880E+01
 0.153000E+01 -.144220E+01 0.271080E+01 0.610600E+00
 0.153500E+01 -.142160E+01 0.525410E+01 -.757680E+00
 0.154000E+01 0.789080E+00 0.135470E+02 -.306010E+00
 0.154500E+01 0.343980E+01 0.194510E+02 0.222560E+01
 0.155000E+01 0.353050E+01 0.167540E+02 0.249420E+01
 0.155500E+01 0.317120E+01 0.103570E+02 0.313570E+01
 0.156000E+01 0.242190E+01 0.797040E+01 0.176020E+01
 0.156500E+01 0.242270E+01 -.415320E+00 0.391640E+00
 0.157000E+01 0.339350E+01 -.539310E+01 -.301700E+01
 0.157500E+01 0.344440E+01 -.348980E+01 -.581560E+01
 0.158000E+01 0.545250E+00 -.112650E+01 -.607430E+01
 0.158500E+01 -.113380E+01 0.896730E+00 -.648310E+01
 0.159000E+01 0.857090E+00 0.681000E+01 -.439190E+01
 0.159500E+01 0.218800E+01 0.103830E+02 -.251070E+01
 0.160000E+01 0.244900E+01 0.108870E+02 -.222960E+01
 0.160500E+01 0.469010E+01 0.930980E+01 -.237850E+01
 0.161000E+01 0.398110E+01 0.503300E+01 -.374750E+01
 0.161500E+01 0.133220E+01 -.207710E+00 -.511650E+01
 0.162000E+01 0.193300E+00 -.620050E+01 -.731560E+01
 0.162500E+01 0.194440E+00 -.146970E+02 -.901470E+01
 0.163000E+01 0.239560E+01 -.134940E+02 -.116140E+02
 0.163500E+01 0.131680E+01 -.100910E+02 -.129130E+02
 0.164000E+01 0.176810E+01 -.197870E+02 -.138120E+02
 0.164500E+01 0.177930E+01 -.219840E+02 -.131120E+02
 0.165000E+01 -.125940E+01 -.405810E+02 -.109110E+02
 0.165500E+01 -.523710E+01 -.258780E+02 -.701040E+01
 0.166000E+01 -.809670E+01 0.588560E+01 -.162990E+01
 0.166500E+01 -.103450E+02 0.164290E+02 0.218060E+01
 0.167000E+01 -.879390E+01 0.217320E+02 0.553110E+01
 0.167500E+01 -.729240E+01 0.231350E+02 0.892150E+01
 0.168000E+01 -.368600E+01 0.451630E-02 0.117020E+02
 0.168500E+01 -.437640E+01 -.124580E+02 0.132420E+02
 0.169000E+01 -.654790E+01 -.161550E+02 0.127520E+02
 0.169500E+01 -.743630E+01 -.169520E+02 0.109130E+02
 0.170000E+01 -.944470E+01 -.423860E+01 0.102530E+02
 0.170500E+01 -.822300E+01 0.101450E+02 0.888300E+01
 0.171000E+01 -.242140E+01 0.371790E+01 0.641310E+01
 0.171500E+01 -.679650E+00 -.432910E+00 0.392610E+01
 0.172000E+01 0.163210E+01 -.371570E+01 0.288610E+01
 0.172500E+01 0.242390E+01 -.789250E+01 -.136980E+00
 0.173000E+01 0.242570E+01 -.904930E+01 -.150710E+01
 0.173500E+01 0.147750E+01 -.897610E+01 -.188720E+01
 0.174000E+01 0.238940E+01 -.101230E+02 0.462550E+00
 0.174500E+01 0.130130E+01 -.678970E+01 0.242300E+00
 0.175000E+01 0.173330E+01 -.234490E+00 -.228000E+00
 0.175500E+01 0.432520E+01 0.632670E+01 0.501660E+00
 0.176000E+01 0.748720E+01 0.789990E+01 0.511270E+00
 0.176500E+01 0.807930E+01 0.865310E+01 -.559170E+00
 0.177000E+01 0.677140E+01 0.774620E+01 -.179970E+01
 0.177500E+01 0.546350E+01 0.840940E+01 -.179020E+01
 0.178000E+01 0.466560E+01 0.815260E+01 -.232080E+01
 0.178500E+01 0.245780E+01 0.728570E+01 -.293140E+01
 0.179000E+01 -.579970E+00 0.466890E+01 -.389210E+01
 0.179500E+01 -.207770E+01 0.769200E+01 -.290280E+01
 0.180000E+01 -.163540E+01 0.946520E+01 -.288360E+01
 0.180500E+01 0.166890E+00 0.136830E+01 -.242440E+01
 0.181000E+01 0.799240E+00 0.359150E+01 -.168520E+01
 0.181500E+01 0.461630E+00 0.139250E+02 -.166620E+01
 0.182000E+01 -.292590E+01 0.144280E+02 -.165710E+01
 0.182500E+01 -.308350E+01 0.129310E+02 -.163810E+01
 0.183000E+01 -.175100E+01 0.877390E+01 -.161920E+01
 0.183500E+01 -.948460E+00 -.400950E+00 -.106030E+01
 0.184000E+01 -.167590E+01 -.814990E+01 -.421440E+00
 0.184500E+01 -.207330E+01 -.919680E+01 -.402630E+00
 0.185000E+01 -.319070E+01 -.565370E+01 -.383880E+00
 0.185500E+01 -.319800E+01 -.426060E+01 0.794830E+00
 0.186000E+01 -.236530E+01 -.302750E+01 0.167350E+01
 0.186500E+01 0.287460E+00 -.171440E+01 0.252210E+01
 0.187000E+01 0.294020E+01 0.407620E+00 0.201070E+01
 0.187500E+01 0.456310E+01 0.202170E+01 -.120810E+00
 0.188000E+01 0.466590E+01 0.687470E+01 -.532330E+00
 0.188500E+01 0.404880E+01 0.107680E+02 -.296390E+01
 0.189000E+01 0.242170E+01 0.152710E+02 -.487550E+01
 0.189500E+01 0.242470E+01 0.204740E+02 -.683720E+01
 0.190000E+01 0.149770E+01 0.239770E+02 -.733890E+01
 0.190500E+01 0.130070E+01 0.220800E+02 -.844070E+01
 0.191000E+01 0.130380E+01 0.194830E+02 -.545250E+01
 0.191500E+01 0.768630E-01 0.172860E+02 -.213440E+01
 0.192000E+01 -.268000E+01 0.165890E+02 -.736260E+00
 0.192500E+01 -.400080E+01 0.205920E+02 0.236180E+01
 0.193000E+01 -.227360E+01 0.538480E+01 0.653980E+01
 0.193500E+01 -.450340E+01 -.112020E+02 0.815770E+01
 0.194000E+01 -.592410E+01 0.228010E+02 0.924560E+01
 0.194500E+01 -.425080E+01 0.109040E+02 0.978350E+01
 0.195000E+01 -.430540E+01 -.710330E+01 0.104410E+02
 0.195500E+01 -.612700E+01 -.165900E+02 0.949910E+01
 0.196000E+01 -.432160E+01 -.257870E+02 0.929680E+01
 0.196500E+01 -.167010E+01 -.246850E+02 0.793450E+01
 0.197000E+01 0.583420E+00 -.133820E+02 0.697210E+01
 0.197500E+01 0.191700E+01 0.460120E+01 0.635970E+01
 0.198000E+01 0.404050E+01 0.162240E+02 0.582720E+01
 0.198500E+01 0.766420E+01 0.197270E+02 0.478470E+01
 0.199000E+01 0.915780E+01 0.172300E+02 0.360110E+01
 0.199500E+01 0.915150E+01 0.112330E+02 0.469950E+01
 0.200000E+01 0.814520E+01 0.775560E+01 0.470690E+01
 0.200500E+01 0.553900E+01 0.443850E+01 0.472410E+01
 0.201000E+01 0.288280E+01 0.317130E+01 0.379140E+01
 0.201500E+01 0.133670E+01 0.535410E+01 0.357260E+01
 0.202000E+01 0.244050E+01 0.853690E+01 0.319780E+01
 0.202500E+01 0.244440E+01 0.759970E+01 0.125290E+01
 0.203000E+01 0.362840E+01 0.760250E+01 0.649930E+00
 0.203500E+01 0.309240E+01 0.523530E+01 -.723050E+00
 0.204000E+01 -.563580E+00 0.307400E+00 -.209610E+01
 0.204500E+01 -.429850E+01 -.731910E+01 -.221920E+01
 0.205000E+01 -.543140E+01 -.158360E+02 -.250230E+01
 0.205500E+01 -.830130E+01 -.244340E+02 -.387550E+01
 0.206000E+01 -.697710E+01 -.268310E+02 -.452870E+01
 0.206500E+01 -.298290E+01 -.259280E+02 -.544190E+01
 0.207000E+01 -.968610E+00 -.203250E+02 -.567520E+01
 0.207500E+01 0.242570E+01 -.235230E+02 -.682860E+01
 0.208000E+01 0.281000E+01 -.268200E+02 -.642200E+01
 0.208500E+01 0.296440E+01 -.189170E+02 -.563540E+01
 0.209000E+01 0.687830E-01 -.183150E+02 -.397890E+01
 0.209500E+01 -.490380E+01 -.163120E+02 -.223250E+01
 0.210000E+01 -.283230E+01 -.707940E+01 0.413940E+00
 0.210500E+01 0.379220E+01 0.829320E+01 0.234030E+01
 0.211000E+01 0.801680E+01 0.188960E+02 0.195660E+01
